id,state,start_date,end_date,methodology,sample_size,pollster,population,national,generic_candidates,other_pct,undecided_pct,margin_of_error,undecided_and_other_pct,partisan_flag,tracking
1501484,WI,10/8/2010,10/12/2010,RDD,931,CNN / Opinion Research,LV,0,0,1,2,3.5,,,
1501487,NV,10/7/2010,10/11/2010,RDD,500,Suffolk,LV,0,0,,,,,,
1501489,WV,10/12/2010,10/12/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,3,,,,
1501490,NC,10/12/2010,10/12/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,2,8,,,,
1501491,DE,10/11/2010,10/12/2010,RDD,2355,SurveyUSA,LV,0,0,5,9,,,,
1501496,FL,10/6/2010,10/10/2010,,1151,Susquehanna,LV,0,0,,5,2.89,,,
1501499,KS,10/10/2010,10/12/2010,IVR,619,SurveyUSA,LV,0,0,5,2,3.9,,,
1501501,WV,10/7/2010,10/11/2010,,612,Greenberg Quinlan Rosner,LV,0,0,,,,,D,
1501502,NV,10/11/2010,10/12/2010,RDD,625,Mason-Dixon,LV,0,0,2,4,4,,,
1501503,PA,10/12/2010,10/12/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,10,4,,,
1501504,CT,10/7/2010,10/11/2010,,1119,Quinnipiac,LV,0,0,1,3,2.9,,,
1501507,PA,10/4/2010,10/6/2010,,800,Bennett Petts Blumenthal,LV,0,0,,,3.5,,D,
1501508,PA,10/8/2010,10/10/2010,,604,Garin Hart Yang,LV,0,0,,,,,D,
1501511,AK,10/13/2010,10/13/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,1,3,4.5,,,
1501532,CA,10/13/2010,10/13/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,3,4,,,
1501539,WA,10/10/2010,10/12/2010,,612,SurveyUSA,LV,0,0,,,4.1,,,
1501542,NH,10/7/2010,10/12/2010,,709,UNH,LV,0,0,3,12,3.7,,,
1501553,DE,10/14/2010,10/14/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,5,4,4.5,,,
1501555,VT,10/11/2010,10/13/2010,RDD,625,Mason-Dixon,LV,0,0,4,7,4,,,
1501556,AK,10/8/2010,10/9/2010,,400,National Research,LV,0,0,,,4.9,,R,
1501559,OH,10/8/2010,10/13/2010,,652,U. of Cincinnati / Ohio Poll,LV,0,0,1,5,3.7,,,
1501561,LA,10/9/2010,10/12/2010,,600,Anzalone,LV,0,0,,,,,D,
1501562,IL,10/11/2010,10/12/2010,,600,Greenberg Quinlan Rosner,LV,0,0,7,8,4,,D,
1501566,WV,10/11/2010,10/12/2010,,450,Orion Strategies,LV,0,0,,12,4.6,,,
1501572,CA,10/12/2010,10/14/2010,,448,Ipsos,LV,0,0,2,6,4.6,,,
1501573,CA,10/12/2010,10/14/2010,,601,Ipsos,RV,0,0,2,11,4,,,
1501577,CT,10/14/2010,10/14/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,1,3,4,,,
1501580,NV,10/17/2010,10/17/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,1,4,,,
1501582,OR,10/12/2010,10/14/2010,IVR,652,SurveyUSA,LV,0,0,6,4,3.9,,,
1501583,WA,10/5/2010,10/14/2010,,500,U. Washington,RV,0,0,,8,4.3,,,
1501585,CO,10/14/2010,10/14/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,4,4,4,,,
1501590,HI,10/13/2010,10/13/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,3,4,4.5,,,
1501592,UT,10/11/2010,10/14/2010,,600,Dan Jones,LV,0,0,4,11,4,,,
1501601,OK,10/3/2010,10/7/2010,,352,SoonerPoll.com,LV,0,0,2,14,5.2,,,
1501607,WA,10/17/2010,10/17/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,3,4,,,
1501608,MO,10/17/2010,10/18/2010,IVR,646,PPP,LV,0,0,6,7,3.9,,D,
1501614,OH,9/23/2010,9/27/2010,,973,CBS/NYT,RV,0,0,2,20,,,,
1501615,OH,9/23/2010,10/27/2010,,941,CBS/NYT,LV,0,0,2,18,,,,
1501616,NY,10/10/2010,10/15/2010,,943,CBS/NYT,RV,0,0,2,20,,,,
1501617,NY,10/10/2010,10/15/2010,,943,CBS/NYT,RV,0,0,3,11,,,,
1501618,NY,10/10/2010,10/15/2010,,927,CBS/NYT,LV,0,0,2,19,,,,
1501619,NY,10/10/2010,10/15/2010,,927,CBS/NYT,LV,0,0,2,11,,,,
1501621,MO,10/16/2010,10/16/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,3,5,3,,,
1501626,CA,10/16/2010,10/16/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,3,5,3,,,
1501628,PA,10/17/2010,10/18/2010,IVR,718,PPP,LV,0,0,,9,3.7,,,
1501629,WV,10/16/2010,10/16/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,2,4,3,,,
1501631,CO,10/16/2010,10/16/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,5,4,3,,,
1501635,FL,10/14/2010,10/17/2010,,500,Suffolk,LV,0,0,2,6,4.4,,,
1501638,KY,10/18/2010,10/18/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,4,7,4.5,,,
1501639,NC,10/15/2010,10/17/2010,IVR,597,PPP,LV,0,0,3,9,4,,,
1501656,CO,10/19/2010,10/19/2010,,405,Ipsos,LV,0,0,,,4.9,,,
1501659,WI,10/12/2010,10/15/2010,,402,St. Norbert,LV,0,0,,4,5,,,
1501660,FL,10/18/2010,10/18/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,3,4,,,
1501663,CA,10/13/2010,10/14/2010,Listed Sample,800,Wilson,LV,0,0,5,6,3.5,,,
1501665,WA,10/14/2010,10/16/2010,IVR,1873,PPP,LV,0,0,,4,2.3,,,
1501666,MD,10/11/2010,10/16/2010,,816,Gonzalez,LV,0,0,,7,3.5,,,
1501668,OR,10/16/2010,10/17/2010,IVR,1229,PPP,LV,0,0,,4,2.8,,,
1501671,KY,10/17/2010,10/18/2010,,600,Bennett Petts Blumenthal,LV,0,0,,,,,D,
1501674,NY,10/14/2010,10/18/2010,,647,Siena,LV,0,0,,9,3.9,,,
1501675,NY,10/14/2010,10/18/2010,,647,Siena,LV,0,0,,5,3.9,,,
1501677,OH,10/12/2010,10/17/2010,,1188,Quinnipiac,LV,0,0,1,10,2.8,,,
1501679,IL,10/18/2010,10/18/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,12,5,4,,,
1501680,IL,10/13/2010,10/17/2010,,601,Anzalone,LV,0,0,7,15,4,,D,
1501681,WA,10/14/2010,10/17/2010,,589,Marist,LV,0,0,,5,4,,,
1501682,WA,10/14/2010,10/17/2010,,834,Marist,RV,0,0,,11,3.5,,,
1501683,CA,10/15/2010,10/18/2010,IVR,621,SurveyUSA,LV,0,0,6,4,4,,,
1501686,PA,10/16/2010,10/19/2010,,403,Muhlenberg,LV,0,0,,,5,15,,1
1501687,WV,10/19/2010,10/19/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,5,4,,,
1501707,AK,10/15/2010,10/19/2010,,1328,CNN / Opinion Research,RV,0,0,1,2,2.5,,,
1501708,AK,10/15/2010,10/19/2010,,946,CNN / Opinion Research,LV,0,0,,2,3,,,
1501711,AR,10/15/2010,10/19/2010,,809,CNN / Opinion Research,LV,0,0,,2,3.5,,,
1501713,AR,10/15/2010,10/19/2010,,1260,CNN / Opinion Research,RV,0,0,1,2,3,,,
1501715,FL,10/15/2010,10/19/2010,,798,CNN / Opinion Research,LV,0,0,,1,3.5,,,
1501717,FL,10/15/2010,10/19/2010,,1333,CNN / Opinion Research,RV,0,0,,3,2.5,,,
1501719,OH,10/15/2010,10/19/2010,,863,CNN / Opinion Research,LV,0,0,2,3,3.5,,,
1501721,OH,10/15/2010,10/19/2010,,1350,CNN / Opinion Research,RV,0,0,4,4,2.5,,,
1501723,MO,10/19/2010,10/19/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,3,4,,,
1501726,IL,10/14/2010,10/16/2010,IVR,557,PPP,LV,0,0,7,10,4.2,,,
1501727,KY,10/18/2010,10/19/2010,RDD,625,Mason-Dixon,LV,0,0,,9,4,,,
1501733,CA,10/10/2010,10/17/2010,,1067,PPIC,LV,0,0,6,13,3.5,,,
1501735,CA,10/17/2010,10/19/2010,,600,Tarrance,LV,0,0,6,5,4.1,,R,
1501736,NY,10/19/2010,10/19/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,6,7,4.5,,,
1501738,PA,10/13/2010,10/17/2010,,1046,Quinnipiac,LV,0,0,,5,3,,,
1501746,AR,10/15/2010,10/19/2010,,625,Mason-Dixon,LV,0,0,6,,,,,
1501755,PA,10/17/2010,10/20/2010,,420,Muhlenberg,LV,0,0,,,5,14,,1
1501757,CT,10/19/2010,10/20/2010,,500,Suffolk,LV,0,0,,,4.4,,,0
1501758,LA,10/17/2010,10/19/2010,IVR,600,Anzalone,LV,0,0,,,4,,D,0
1501759,NY,10/19/2010,10/19/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,5,5,4.5,,,0
1501763,PA,10/18/2010,10/21/2010,,421,Muhlenberg,LV,0,0,,,5,14,,1
1501768,NY,10/18/2010,10/20/2010,,505,Marist,LV,0,0,1,5,4.5,,,0
1501769,NY,10/18/2010,10/20/2010,,505,Marist,LV,0,0,1,1,4.5,,,0
1501772,PA,10/21/2010,10/21/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,1,7,4,,,0
1501788,GA,10/19/2010,10/19/2010,IVR/Listed Sample,3277,Landmark Communications,LV,0,0,2,7,1.71,,,0
1501795,WV,10/17/2010,10/20/2010,,804,Global Strategy Group,LV,0,0,3,,,,D,0
1501809,PA,10/19/2010,10/22/2010,,439,Muhlenberg,LV,0,0,,,5,13,,1
1501812,IL,10/18/2010,10/20/2010,,625,Mason-Dixon,LV,0,0,,,4,,,0
1501814,MO,10/18/2010,10/20/2010,,625,Mason-Dixon,LV,0,0,,,4,,,0
1501823,CA,10/21/2010,10/21/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,3,3,,,,0
1501831,CO,10/21/2010,10/23/2010,IVR,818,PPP,LV,0,0,,6,3.4,,,0
1501835,IN,10/19/2010,10/21/2010,,500,EPIC/MRA,LV,0,0,5,,4.4,,,0
1501837,IL,10/18/2010,10/22/2010,,700,Market Shares,LV,0,0,9,7,3.7,,,0
1501839,PA,10/21/2010,10/24/2010,,437,Muhlenberg,LV,0,0,,,5,11,,1
1501845,CT,10/24/2010,10/24/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,4,,,0
1501849,OH,10/14/2010,10/18/2010,,839,U. of Cincinnati / Ohio Poll,LV,0,0,,,,,,0
1501851,CO,10/19/2010,10/21/2010,,621,SurveyUSA,LV,0,0,1,5,4,,,0
1501853,FL,10/15/2010,10/19/2010,,577,Ipsos,LV,0,0,1,12,4.1,,,0
1501856,CA,10/13/2010,10/20/2010,,1501,USC,RV,0,0,5,5,,,,0
1501861,IN,10/20/2010,10/21/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,4.5,,,0
1501863,ND,10/21/2010,10/21/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,4.5,,,0
1501872,FL,10/18/2010,10/21/2010,,802,Zogby (telephone),LV,0,0,,,3.5,,,0
1501873,LA,10/24/2010,10/24/2010,IVR,1347,Magellan,LV,0,0,4,9,2.7,,R,0
1501874,WV,10/23/2010,10/24/2010,IVR,1246,PPP,LV,0,0,,6,2.8,,,0
1501875,GA,10/21/2010,10/24/2010,,601,SurveyUSA,LV,0,0,5,3,4,,,0
1501877,SC,10/19/2010,10/19/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,15,6,4.5,,,0
1501893,PA,10/20/2010,10/23/2010,RDD,445,Muhlenberg,LV,0,0,,,,,,1
1501895,AZ,10/23/2010,10/24/2010,IVR,664,PPP,LV,0,0,,,3.8,,,0
1501897,CA,10/13/2010,10/20/2010,RDD,922,USC,LV,0,0,,,,,,0
1501899,WI,10/25/2010,10/25/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,0,1,4,,,0
1501900,MD,10/15/2010,10/20/2010,,798,Baltimore Sun,LV,0,0,,,3.5,,,0
1501905,FL,10/15/2010,10/19/2010,,801,Ipsos,RV,0,0,1,14,3.5,,,0
1501908,ID,10/20/2010,10/22/2010,RDD,625,Mason-Dixon,LV,0,0,5,11,4,,,0
1501925,NC,10/18/2010,10/20/2010,,600,Tel Opinion Research,LV,0,0,4,18,4,,,0
1501926,OH,10/20/2010,10/21/2010,,500,Wilson,LV,0,0,,8,4.4,,,0
1501927,KY,10/21/2010,10/24/2010,IVR,900,PPP,LV,0,0,,7,3.3,,,0
1501928,CT,10/23/2010,10/23/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,2,3,3,,,0
1501931,CA,10/23/2010,10/23/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,5,3,3,,,0
1501932,IL,10/23/2010,10/23/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,9,7,3,,,0
1501937,KY,10/23/2010,10/23/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,2,5,3,,,0
1501938,WV,10/23/2010,10/23/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,3,3,3,,,0
1501939,IL,10/20/2010,10/24/2010,,600,Anzalone,LV,0,0,11,,4,,D,0
1501943,CT,10/18/2010,10/24/2010,,702,Quinnipiac,LV,0,0,1,3,3.7,,,0
1501944,PA,10/22/2010,10/24/2010,,400,Ipsos,LV,0,0,2,6,4.9,,,0
1501946,PA,10/22/2010,10/24/2010,,600,Ipsos,RV,0,0,2,10,4,,,0
1501950,OH,10/18/2010,10/24/2010,,686,Quinnipiac,LV,0,0,2,9,3.7,,,0
1501951,CA,10/21/2010,10/24/2010,,600,Suffolk,LV,0,0,4,2,,,,0
1501953,CA,10/21/2010,10/23/2010,IVR,622,PPP,LV,0,0,,5,3.9,,,0
1501957,PA,10/22/2010,10/25/2010,,448,Muhlenberg,LV,0,0,,,5,12,,1
1501966,NC,10/22/2010,10/25/2010,,590,SurveyUSA,LV,0,0,5,3,4.1,,,0
1501970,MD,10/24/2010,10/24/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,4,4,,,0
1501971,NV,10/25/2010,10/25/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,4,2,4,,,0
1501973,IN,10/21/2010,10/25/2010,IVR,1600,SurveyUSA,LV,0,0,11,3,2.5,,,0
1501980,LA,10/21/2010,10/24/2010,,700,Clarus,RV,0,0,4,8,3.7,,,0
1501982,NY,10/18/2010,10/24/2010,,672,Quinnipiac,LV,0,0,2,7,3.8,,,0
1501983,NY,10/18/2010,10/24/2010,,672,Quinnipiac,LV,0,0,,3,3.8,,,0
1501989,PA,10/18/2010,10/24/2010,RDD,631,Franklin & Marshall,RV,0,0,2,27,3.9,,,0
1501992,CA,10/21/2010,10/25/2010,IVR,594,SurveyUSA,LV,0,0,7,8,4.1,,,0
1501995,PA,10/18/2010,10/24/2010,RDD,489,Franklin & Marshall,LV,0,0,,12,4.4,,,0
1501996,PA,10/23/2010,10/26/2010,,457,Muhlenberg,LV,0,0,,,5,12,,1
1502016,WV,10/26/2010,10/26/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,4,4,,,0
1502017,IL,10/26/2010,10/26/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,10,2,4,,,0
1502019,CO,10/24/2010,10/26/2010,Listed Sample,500,RBI Strategies & Research,LV,0,0,5,11,4.4,,,0
1502020,MD,10/19/2010,10/22/2010,,1434,ABC/Post,LV,0,0,,,,,,0
1502021,AR,10/8/2010,10/20/2010,IVR,566,U. of Arkansas,LV,0,0,,,,11,,0
1502022,AR,10/8/2010,10/20/2010,IVR,771,U. of Arkansas,A,0,0,,,3.5,16,,0
1502024,PA,10/20/2010,10/26/2010,,823,CNN / Opinion Research,LV,0,0,3,3,3.5,,,0
1502026,PA,10/20/2010,10/26/2010,,1310,CNN / Opinion Research,RV,0,0,4,5,2.5,,,0
1502028,CA,10/20/2010,10/26/2010,,888,CNN / Opinion Research,LV,0,0,1,3,3.5,,,0
1502030,CA,10/20/2010,10/26/2010,,1328,CNN / Opinion Research,RV,0,0,1,3,2.5,,,0
1502032,CO,10/20/2010,10/26/2010,,1356,CNN / Opinion Research,RV,0,0,4,3,2.5,,,0
1502034,CO,10/20/2010,10/26/2010,,829,CNN / Opinion Research,LV,0,0,4,3,3.5,,,0
1502036,KY,10/20/2010,10/26/2010,,785,CNN / Opinion Research,LV,0,0,,4,3.5,,,0
1502037,NV,10/20/2010,10/26/2010,,773,CNN / Opinion Research,LV,0,0,2,,3.5,,,0
1502039,NV,10/20/2010,10/26/2010,,1286,CNN / Opinion Research,RV,0,0,5,1,2.5,,,0
1502041,KY,10/20/2010,10/26/2010,,1336,CNN / Opinion Research,RV,0,0,1,5,2.5,,,0
1502042,GA,10/24/2010,10/24/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,8,4,,,,0
1502046,CO,10/25/2010,10/25/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,3,6,,,,0
1502058,OH,10/22/2010,10/26/2010,IVR,613,SurveyUSA,LV,0,0,6,4,4,,,0
1502062,FL,10/18/2010,10/24/2010,,784,Quinnipiac,LV,0,0,1,7,3.5,,,0
1502063,PA,10/24/2010,10/27/2010,,460,Muhlenberg,LV,0,0,,,5,12,,1
1502077,WA,10/27/2010,10/27/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,3,2,4,,,0
1502078,DE,10/20/2010,10/26/2010,,797,Fairleigh Dickinson,LV,0,0,,5,3.5,,,0
1502085,CA,10/27/2010,10/27/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,3,4,,,0
1502087,OR,10/25/2010,10/25/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,3,2,,,,0
1502089,CT,10/24/2010,10/26/2010,IVR,1846,Merriman River Group,LV,0,0,,,,,,0
1502090,WI,10/24/2010,10/27/2010,,400,Wood Communications Group,LV,0,0,,,,,,0
1502091,KY,10/24/2010,10/27/2010,IVR,637,SurveyUSA,LV,0,0,,,,,,0
1502098,MO,10/20/2010,10/27/2010,RDD,672,Missouri State U.,LV,0,0,2,2,,,,0
1502108,KY,10/25/2010,10/27/2010,,800,Braun Research,LV,0,0,,13,3.5,,,0
1502113,CA,10/14/2010,10/26/2010,,1092,Field Poll,LV,0,0,,,3.2,,,0
1502114,WI,10/24/2010,10/27/2010,,400,Voter Consumer Research,LV,0,0,,,5,,,0
1502115,FL,10/26/2010,10/26/2010,IVR,,Susquehanna,LV,0,0,,,2.47,,,0
1502118,KY,10/27/2010,10/27/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,4,4,,,0
1502119,NV,10/25/2010,10/27/2010,,625,Mason-Dixon,LV,0,0,1,3,4,,,0
1502122,NY,10/25/2010,10/28/2010,Online,1000,YouGov,RV,0,0,,,,,,0
1502123,NY,10/25/2010,10/28/2010,Online,819,YouGov,LV,0,0,,,,,,0
1502124,NY,10/25/2010,10/28/2010,Online,819,YouGov,LV,0,0,,,,,,0
1502125,NY,10/25/2010,10/28/2010,Online,1000,YouGov,RV,0,0,,,,,,0
1502126,FL,10/25/2010,10/28/2010,Online,1000,YouGov,RV,0,0,,,,,,0
1502128,FL,10/25/2010,10/28/2010,Online,826,YouGov,LV,0,0,,,,,,0
1502131,KS,10/22/2010,10/26/2010,IVR,561,SurveyUSA,LV,0,0,,,4.2,,,0
1502134,PA,10/25/2010,10/28/2010,Online,1000,YouGov,RV,0,0,,,,,,0
1502136,CA,10/25/2010,10/28/2010,Online,814,YouGov,LV,0,0,,,,,,0
1502138,CA,10/25/2010,10/28/2010,Online,1000,YouGov,RV,0,0,,,,,,0
1502140,OH,10/25/2010,10/28/2010,Online,1000,YouGov,RV,0,0,,,,,,0
1502142,OH,10/25/2010,10/28/2010,Online,805,YouGov,LV,0,0,,,,,,0
1502144,PA,10/25/2010,10/28/2010,,470,Muhlenberg,LV,0,0,,,4.5,12,,1
1502147,WA,10/24/2010,10/27/2010,IVR,678,SurveyUSA,LV,0,0,,6,3.8,,,0
1502148,WI,10/26/2010,10/28/2010,IVR,1372,PPP,LV,0,0,,3,2.6,,,0
1502157,NH,10/27/2010,10/29/2010,IVR,1308,PPP,LV,0,0,,3,2.7,,,0
1502162,PA,10/28/2010,10/28/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,1,3,4,,,0
1502163,WA,10/5/2010,10/28/2010,,695,U. Washington,LV,0,0,,4,4.3,,,0
1502164,AK,10/23/2010,10/28/2010,,421,Dittman,LV,0,0,,,,13,,0
1502165,AK,10/22/2010,10/27/2010,,356,Dittman,LV,0,0,,,,12,,0
1502167,AK,10/21/2010,10/26/2010,,331,Dittman,LV,0,0,,,,10,,0
1502168,AK,10/7/2010,10/11/2010,,414,Dittman,LV,0,0,,,,15,,0
1502170,AK,8/28/2010,9/2/2010,,400,Dittman,LV,0,0,,,,12,,0
1502175,FL,10/27/2010,10/27/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,1,3,4,,,0
1502178,OR,10/23/2010,10/28/2010,,580,SurveyUSA,LV,0,0,,,4.2,,,0
1502181,PA,10/25/2010,10/28/2010,Online,779,YouGov,LV,0,0,,,,,,0
1502184,UT,10/25/2010,10/27/2010,,625,Mason-Dixon,LV,0,0,5,,,,,0
1502191,CO,10/26/2010,10/28/2010,,615,Marist,LV,0,0,,,,,,0
1502192,PA,10/26/2010,10/28/2010,,461,Marist,LV,0,0,,,,,,0
1502193,PA,10/26/2010,10/28/2010,,806,Marist,RV,0,0,,,3.5,,,0
1502194,CO,10/26/2010,10/28/2010,,822,Marist,RV,0,0,,,,,,0
1502195,WA,10/26/2010,10/28/2010,,638,Marist,LV,0,0,,,,,,0
1502196,WA,10/26/2010,10/28/2010,,838,Marist,RV,0,0,,,,,,0
1502197,WI,10/26/2010,10/28/2010,,811,Marist,RV,0,0,,,,,,0
1502198,WI,10/26/2010,10/28/2010,,491,Marist,LV,0,0,,,4.5,,,0
1502200,OH,10/26/2010,10/26/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,0
1502201,AZ,10/28/2010,10/28/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,0
1502202,PA,10/26/2010,10/29/2010,,480,Muhlenberg,LV,0,0,,,,,,1
1502204,CO,10/25/2010,10/28/2010,,855,YouGov,LV,0,0,,,,,,0
1502207,CO,10/25/2010,10/28/2010,,1000,YouGov,RV,0,0,,,,,,0
1502208,CT,10/25/2010,10/28/2010,,1000,YouGov,RV,0,0,,,,,,0
1502212,CT,10/25/2010,10/28/2010,,783,YouGov,LV,0,0,,,,,,0
1502213,KY,10/25/2010,10/28/2010,,822,YouGov,LV,0,0,,,,,,0
1502214,KY,10/25/2010,10/28/2010,,1000,YouGov,RV,0,0,,,,,,0
1502215,MO,10/25/2010,10/28/2010,,1000,YouGov,RV,0,0,,,,,,0
1502216,MO,10/25/2010,10/28/2010,,789,YouGov,LV,0,0,,,,,,0
1502220,NY,10/26/2010,10/28/2010,,415,Marist,LV,0,0,,,,,,0
1502221,NY,10/26/2010,10/28/2010,,415,Marist,LV,0,0,,,,,,0
1502222,NY,10/26/2010,10/28/2010,,805,Marist,RV,0,0,,,,,,0
1502223,NY,10/26/2010,10/28/2010,,805,Marist,RV,0,0,,,,,,0
1502227,UT,10/25/2010,10/28/2010,,1206,Dan Jones,LV,0,0,,,,,,0
1502234,NH,10/27/2010,10/27/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,0
1502242,PA,10/27/2010,10/30/2010,,484,Muhlenberg,LV,0,0,,,,,,1
1502252,NY,10/27/2010,10/30/2010,,603,Siena,LV,0,0,,,,,,0
1502253,NY,10/25/2010,10/28/2010,,544,SurveyUSA,LV,0,0,,,,,,0
1502254,OH,10/28/2010,10/30/2010,,1356,PPP,LV,0,0,,,,,,0
1502255,OH,10/20/2010,10/29/2010,,1445,Columbus Dispatch,LV,0,0,,,,,,0
1502256,NY,10/27/2010,10/30/2010,,603,Siena,LV,0,0,,,,,,0
1502257,NY,10/25/2010,10/28/2010,,544,SurveyUSA,LV,0,0,,,,,,0
1502258,PA,10/24/2010,10/27/2010,,800,Susquehanna,LV,0,0,,,,,,0
1502265,IA,10/26/2010,10/29/2010,,805,Selzer,LV,0,0,,,,,,0
1502266,AR,10/28/2010,10/28/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,5,4,,,,0
1502272,GA,10/26/2010,10/28/2010,RDD,625,Mason-Dixon,LV,0,0,4,7,,,,0
1502273,KY,10/28/2010,10/30/2010,,1021,PPP,LV,0,0,,,,,,0
1502274,CT,10/27/2010,10/29/2010,IVR,759,PPP,LV,0,0,,3,,,,0
1502278,NV,10/25/2010,10/30/2010,,711,YouGov,LV,0,0,,,,,,0
1502280,NV,10/25/2010,10/30/2010,,1000,YouGov,RV,0,0,,,,,,0
1502282,IL,10/25/2010,10/30/2010,,784,YouGov,LV,0,0,,,,,,0
1502284,IL,10/25/2010,10/30/2010,,1000,YouGov,RV,0,0,,,,,,0
1502286,WA,10/25/2010,10/30/2010,,849,YouGov,LV,0,0,,,,,,0
1502287,WA,10/25/2010,10/30/2010,,1000,YouGov,RV,0,0,,,,,,0
1502288,WI,10/25/2010,10/30/2010,,842,YouGov,LV,0,0,,,,,,0
1502290,WI,10/25/2010,10/30/2010,,1000,YouGov,RV,0,0,,,,,,0
1502299,WA,10/29/2010,10/31/2010,IVR,2055,PPP,LV,0,0,,2,2.2,,,0
1502301,WV,10/30/2010,10/31/2010,RDD,1676,PPP,LV,0,0,,3,,,,0
1502310,AK,10/30/2010,10/31/2010,,1539,PPP,LV,0,0,,,,,,0
1502312,PA,10/30/2010,10/31/2010,,772,PPP,LV,0,0,,,,,,0
1502314,CO,10/30/2010,10/31/2010,,1059,PPP,LV,0,0,,,,,,0
1502316,IL,10/30/2010,10/31/2010,,814,PPP,LV,0,0,,,,,,0
1502319,CA,10/29/2010,10/31/2010,,882,PPP,LV,0,0,,,,,,0
1502321,NV,10/30/2010,10/31/2010,,682,PPP,LV,0,0,,,,,,0
1502324,WA,10/30/2010,10/30/2010,,1000,Fox News (Pulse Opinion Research),LV,0,0,,,3,,,0
1502326,IL,10/30/2010,10/30/2010,,1000,Fox News (Pulse Opinion Research),LV,0,0,,,3,,,0
1502327,CO,10/30/2010,10/30/2010,,1000,Fox News (Pulse Opinion Research),LV,0,0,,,3,,,0
1502329,NV,10/30/2010,10/30/2010,,1000,Fox News (Pulse Opinion Research),LV,0,0,,,3,,,0
1502331,IL,10/27/2010,10/28/2010,,400,Anzalone,LV,0,0,,,,,D,0
1502333,CT,10/31/2010,10/31/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,0
1502334,WV,10/31/2010,10/31/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,0
1502336,OH,10/27/2010,10/29/2010,,492,Angus Reid,LV,0,0,,,,,,0
1502338,CA,10/28/2010,10/29/2010,,485,Angus Reid,LV,0,0,,,,,,0
1502340,NY,10/28/2010,10/29/2010,,541,Angus Reid,LV,0,0,,,,,,0
