"startdate","enddate","Democrats","Republicans","Sample","Poll","knownDate"
2006-10-06,2006-10-08,58,37,"543 LV","CNN",2006-10-10
2006-10-05,2006-10-06,45,34,"a","Princeton Survey Research Associates International!!Newsweek",2006-10-08
2006-10-05,2006-10-06,51,38,"a","Princeton Survey Research Associates International!!Newsweek",2006-10-08
2006-10-05,2006-10-06,51,39,"624 LV","Newsweek",2006-10-08
2006-09-21,2006-10-04,44,33,"a","Princeton Survey Research Associates International!!Pew Research Center for the People & the Press, Associated Press",2006-10-06
2006-10-02,2006-10-04,49,34,"a","Ipsos-Public Affairs!!Associated Press",2006-10-06
2006-10-02,2006-10-04,53,34,"a","Ipsos-Public Affairs!!Associated Press",2006-10-06
2006-10-02,2006-10-04,51,41,"741 LV","AP-Ipsos",2006-10-06
2006-10-03,2006-10-03,56,37,"RV","Gallup",2006-10-05
2006-09-29,2006-10-02,54,37,"a","Opinion Research Corporation!!Cable News Network",2006-10-04
2006-09-29,2006-10-02,52,36,"a","Opinion Research Corporation!!Cable News Network",2006-10-04
2006-09-29,2006-10-02,53,42,"548 LV","CNN",2006-10-04
2006-09-30,2006-10-02,48,39,"805 RV","NBC/WSJ",2006-10-04
2006-09-24,2006-09-27,46,39,"lv","The Tarrance Group and Lake Research Partners!!George Washington University",2006-09-29
2006-09-24,2006-09-27,49,41,"1000 LV","Battleground",2006-09-29
2006-09-26,2006-09-27,49,38,"900 LV","FOX News",2006-09-29
2006-09-24,2006-09-26,46,33,"423 LV","Hotline/FD",2006-09-28
2006-09-22,2006-09-25,42,33,"1000 LV","Zogby",2006-09-27
2006-09-22,2006-09-24,49,39,"a","Opinion Research Corporation!!Cable News Network",2006-09-26
2006-09-22,2006-09-24,55,42,"573 LV","CNN",2006-09-26
2006-09-15,2006-09-19,50,35,"1007 RV","CBS News/NY Times",2006-09-21
2006-09-16,2006-09-19,49,39,"1347 RV","LA Times/Bloomberg",2006-09-21
2006-09-15,2006-09-17,51,42,"a","Gallup Organization!!USA Today",2006-09-19
2006-09-15,2006-09-17,46,38,"a","Gallup Organization!!USA Today",2006-09-19
2006-09-11,2006-09-13,47,35,"a","Ipsos-Public Affairs!!Associated Press",2006-09-15
2006-09-11,2006-09-13,53,36,"a","Ipsos-Public Affairs!!Associated Press",2006-09-15
2006-09-11,2006-09-13,48,35,"a","Ipsos-Public Affairs!!Associated Press",2006-09-15
2006-09-12,2006-09-13,41,38,"900 LV","FOX News",2006-09-15
2006-09-08,2006-09-11,48,39,"1009 RV","NBC/WSJ",2006-09-13
2006-09-07,2006-09-10,53,40,"a","Gallup Organization!!",2006-09-12
2006-09-06,2006-09-10,46,32,"a","Princeton Survey Research Associates International!!Pew Research Center for the People & the Press",2006-09-12
2006-09-06,2006-09-10,50,39,"1191 RV","Pew Research",2006-09-12
2006-09-07,2006-09-10,53,41,"925 RV","Gallup",2006-09-12
2006-09-05,2006-09-07,46,38,"a","ABC News!!",2006-09-09
2006-09-03,2006-09-03,52,41,"RV","Gallup",2006-09-05
2006-08-30,2006-09-02,55,39,"a","Opinion Research Corporation!!Cable News Network",2006-09-04
2006-08-30,2006-09-02,50,38,"a","Opinion Research Corporation!!Cable News Network",2006-09-04
2006-08-29,2006-08-30,48,32,"900 RV","FOX News",2006-09-01
2006-08-25,2006-08-27,51,40,"801 RV","Cook/RT Strategies",2006-08-29
2006-08-24,2006-08-25,43,33,"a","Princeton Survey Research Associates International!!Newsweek",2006-08-27
2006-08-24,2006-08-25,50,38,"1002 Adults","Newsweek",2006-08-27
2006-08-22,2006-08-24,46,38,"a","Schulman, Ronca, & Bucuvalas!!Time",2006-08-26
2006-08-22,2006-08-24,51,40,"1002 Adults","Time",2006-08-26
2006-08-17,2006-08-23,48,39,"1080 RV","Quinnipiac",2006-08-25
2006-08-17,2006-08-21,47,32,"1206 Adults","CBS News/NY Times",2006-08-23
2006-08-18,2006-08-20,48,43,"a","Gallup Organization!!USA Today",2006-08-22
2006-08-18,2006-08-20,45,39,"a","Gallup Organization!!USA Today",2006-08-22
2006-08-18,2006-08-20,52,41,"a","Opinion Research Corporation!!Cable News Network",2006-08-22
2006-08-18,2006-08-20,52,40,"a","Opinion Research Corporation!!Cable News Network",2006-08-22
2006-08-17,2006-08-20,40,40,"425 LV","Hotline/FD",2006-08-22
2006-08-18,2006-08-20,52,43,"1033 Adults","CNN/Opinion Research",2006-08-22
2006-08-18,2006-08-20,47,45,"1001 Adults","USA Today/Gallup",2006-08-22
2006-08-17,2006-08-19,46,38,"960 LV","Rasmussen",2006-08-21
2006-08-09,2006-08-13,44,34,"a","Princeton Survey Research Associates International!!Pew Research Center for the People & the Press",2006-08-15
2006-08-09,2006-08-13,50,41,"--","Pew Research",2006-08-15
2006-08-10,2006-08-11,44,31,"a","Princeton Survey Research Associates International!!Newsweek",2006-08-13
2006-08-10,2006-08-11,51,39,"--","Newsweek",2006-08-13
2006-08-07,2006-08-10,50,41,"--","Gallup",2006-08-12
2006-08-07,2006-08-09,51,32,"a","Ipsos-Public Affairs!!Associated Press",2006-08-11
2006-08-07,2006-08-09,52,33,"a","Ipsos-Public Affairs!!Associated Press",2006-08-11
2006-08-08,2006-08-09,48,30,"--","FOX News",2006-08-11
2006-08-07,2006-08-09,55,37,"--","AP-Ipsos",2006-08-11
2006-08-04,2006-08-07,45,30,"a","Harris Interactive!!",2006-08-09
2006-08-03,2006-08-06,48,36,"a","ABC News/Washington Post!!",2006-08-08
2006-08-03,2006-08-06,52,39,"--","ABC News/Wash Post",2006-08-08
2006-08-02,2006-08-03,47,35,"a","Opinion Research Corporation!!Cable News Network",2006-08-05
2006-08-02,2006-08-03,50,40,"a","Opinion Research Corporation!!Cable News Network",2006-08-05
2006-08-03,2006-08-03,49,43,"RV","Gallup",2006-08-05
2006-07-28,2006-08-01,48,37,"--","LA Times/Bloomberg",2006-08-03
2006-07-28,2006-07-30,52,39,"a","Gallup Organization!!USA Today",2006-08-01
2006-07-28,2006-07-30,49,36,"a","Gallup Organization!!USA Today",2006-08-01
2006-07-28,2006-07-30,51,40,"--","USA Today/Gallup",2006-08-01
2006-07-21,2006-07-25,45,35,"--","CBS News/NY Times",2006-07-27
2006-07-21,2006-07-24,48,38,"--","NBC News/Wall St. Jrnl*",2006-07-26
2006-07-20,2006-07-23,48,32,"--","Hotline/FD",2006-07-25
2006-07-10,2006-07-12,47,36,"a","Ipsos-Public Affairs!!Associated Press",2006-07-14
2006-07-10,2006-07-12,53,36,"a","Ipsos-Public Affairs!!Associated Press",2006-07-14
2006-07-10,2006-07-12,48,36,"a","Ipsos-Public Affairs!!Associated Press",2006-07-14
2006-07-11,2006-07-12,42,34,"--","FOX News",2006-07-14
2006-07-10,2006-07-12,51,40,"--","AP-Ipsos",2006-07-14
2006-07-07,2006-07-10,44,31,"a","Harris Interactive!!",2006-07-12
2006-07-06,2006-07-09,49,39,"a","Gallup Organization!!",2006-07-11
2006-07-03,2006-07-03,51,41,"RV","Gallup",2006-07-05
2006-06-27,2006-06-29,47,35,"--","Time",2006-07-01
2006-06-24,2006-06-27,49,35,"--","LA Times/Bloomberg",2006-06-29
2006-06-22,2006-06-25,52,38,"a","ABC News/Washington Post!!",2006-06-27
2006-06-23,2006-06-25,55,36,"a","Gallup Organization!!USA Today",2006-06-27
2006-06-23,2006-06-25,51,34,"a","Gallup Organization!!USA Today",2006-06-27
2006-06-23,2006-06-25,54,38,"--","USA Today/Gallup",2006-06-27
2006-06-22,2006-06-25,52,39,"--","ABC News/Wash Post",2006-06-27
2006-06-21,2006-06-25,41,36,"--","Hotline/FD",2006-06-27
2006-06-22,2006-06-22,47,34,"--","Rasmussen",2006-06-24
2006-06-14,2006-06-19,45,31,"a","Princeton Survey Research Associates International!!Pew Research Center for the People & the Press",2006-06-21
2006-06-14,2006-06-19,51,39,"--","Pew Research",2006-06-21
2006-06-14,2006-06-15,44,36,"a","Opinion Research Corporation!!Cable News Network",2006-06-17
2006-06-14,2006-06-15,45,38,"--","CNN",2006-06-17
2006-06-13,2006-06-14,46,33,"--","FOX News",2006-06-16
2006-06-09,2006-06-12,49,38,"--","NBC News/Wall St. Jrnl*",2006-06-14
2006-06-09,2006-06-11,52,38,"a","Gallup Organization!!USA Today",2006-06-13
2006-06-09,2006-06-11,50,35,"a","Gallup Organization!!USA Today",2006-06-13
2006-06-08,2006-06-11,45,30,"a","Opinion Research Corporation!!Cable News Network",2006-06-13
2006-06-09,2006-06-11,51,39,"--","USA Today/Gallup",2006-06-13
2006-06-04,2006-06-07,45,37,"rv","Greenberg Quinlan Rosner Research!!Campaign for America's Future",2006-06-09
2006-06-05,2006-06-07,52,32,"--","AP-Ipsos",2006-06-09
2006-06-01,2006-06-04,51,40,"a","Gallup Organization!!USA Today",2006-06-06
2006-06-01,2006-06-04,46,37,"a","Gallup Organization!!",2006-06-06
2006-06-01,2006-06-04,50,38,"--","Cook/RT Strategies",2006-06-06
2006-06-03,2006-06-03,52,40,"RV","Gallup",2006-06-05
2006-05-18,2006-05-21,42,36,"--","Hotline/FD",2006-05-23
2006-05-16,2006-05-18,46,29,"--","FOX News",2006-05-20
2006-05-11,2006-05-15,53,38,"a","ABC News/Washington Post!!",2006-05-17
2006-05-11,2006-05-15,52,40,"--","ABC News/Wash Post",2006-05-17
2006-05-11,2006-05-12,44,33,"a","Princeton Survey Research Associates International!!Newsweek",2006-05-14
2006-05-11,2006-05-12,50,39,"--","Newsweek",2006-05-14
2006-05-04,2006-05-08,44,33,"--","CBS News/NY Times",2006-05-10
2006-05-05,2006-05-07,50,37,"a","Opinion Research Corporation!!Cable News Network",2006-05-09
2006-05-05,2006-05-07,52,38,"--","CNN",2006-05-09
2006-05-05,2006-05-05,45,33,"a","Opinion Research Corporation!!Cable News Network",2006-05-07
2006-05-02,2006-05-03,41,38,"--","FOX News",2006-05-05
2006-05-01,2006-05-03,51,34,"--","AP-Ipsos",2006-05-05
2006-04-28,2006-04-30,53,38,"a","Gallup Organization!!USA Today",2006-05-02
2006-04-28,2006-04-30,50,35,"a","Gallup Organization!!USA Today",2006-05-02
2006-04-29,2006-04-30,46,36,"--","Rasmussen",2006-05-02
2006-04-28,2006-04-30,54,39,"--","USA Today/Gallup",2006-05-02
2006-04-27,2006-04-30,44,32,"--","Cook/RT Strategies",2006-05-02
2006-04-21,2006-04-23,50,38,"a","Opinion Research Corporation!!Cable News Network",2006-04-25
2006-04-21,2006-04-23,45,34,"a","Opinion Research Corporation!!Cable News Network",2006-04-25
2006-04-21,2006-04-23,50,40,"--","CNN",2006-04-25
2006-04-07,2006-04-16,45,33,"a","Princeton Survey Research Associates International!!Pew Research Center for the People & the Press",2006-04-18
2006-04-07,2006-04-16,51,41,"--","Pew Research",2006-04-18
2006-04-08,2006-04-11,49,35,"--","LA Times/Bloomberg",2006-04-13
2006-04-06,2006-04-09,54,40,"a","ABC News/Washington Post!!",2006-04-11
2006-04-07,2006-04-09,53,40,"a","Gallup Organization!!USA Today",2006-04-11
2006-04-07,2006-04-09,49,37,"a","Gallup Organization!!USA Today",2006-04-11
2006-04-07,2006-04-09,51,44,"--","Gallup",2006-04-11
2006-04-06,2006-04-09,55,40,"--","ABC News/Wash Post",2006-04-11
2006-04-06,2006-04-09,44,34,"--","CBS News",2006-04-11
2006-04-06,2006-04-09,46,36,"--","Cook/RT Strategies",2006-04-11
2006-04-03,2006-04-05,49,33,"--","AP-Ipsos",2006-04-07
2006-04-03,2006-04-03,53,41,"RV","Gallup",2006-04-05
2006-03-08,2006-03-28,43,28,"a","Schulman, Ronca, & Bucuvalas!!Associated Press, America Online, Pew Internet & American Life Project",2006-03-30
2006-03-22,2006-03-23,45,37,"a","Schulman, Ronca, & Bucuvalas!!Time",2006-03-25
2006-03-22,2006-03-23,50,41,"--","Time",2006-03-25
2006-03-16,2006-03-17,43,33,"a","Princeton Survey Research Associates International!!Newsweek",2006-03-19
2006-03-16,2006-03-17,50,39,"--","Newsweek",2006-03-19
2006-03-12,2006-03-14,47,32,"lv","Greenberg Quinlan Rosner Research/Public Opinon Strategies!!National Public Radio",2006-03-16
2006-03-12,2006-03-14,52,37,"--","NPR",2006-03-16
2006-03-10,2006-03-13,50,37,"--","NBC News/Wall St. Jrnl*",2006-03-15
2006-03-10,2006-03-12,54,38,"a","Gallup Organization!!Cable News Network, USA Today",2006-03-14
2006-03-10,2006-03-12,51,35,"a","Gallup Organization!!Cable News Network, USA Today",2006-03-14
2006-03-06,2006-03-08,47,36,"--","AP-Ipsos",2006-03-10
2006-03-03,2006-03-03,55,39,"RV","Gallup",2006-03-05
2006-02-28,2006-03-01,52,39,"a","Gallup Organization!!Cable News Network, USA Today",2006-03-03
2006-02-28,2006-03-01,49,36,"a","Gallup Organization!!Cable News Network, USA Today",2006-03-03
2006-02-28,2006-03-01,48,34,"--","FOX News",2006-03-03
2006-02-28,2006-03-01,53,39,"--","CNN/USA Today/Gallup",2006-03-03
2006-02-22,2006-02-26,47,28,"a","CBS News!!",2006-02-28
2006-02-23,2006-02-26,47,38,"--","Cook/RT Strategies",2006-02-28
2006-02-16,2006-02-19,46,31,"--","Hotline/FD",2006-02-21
2006-02-15,2006-02-18,36,29,"--","Zogby",2006-02-20
2006-02-12,2006-02-15,42,36,"lv","Tarrance Group and Lake, Snell, Perry, Mermin Associates!!George Washington University",2006-02-17
2006-02-12,2006-02-15,46,41,"--","Battleground",2006-02-17
2006-02-09,2006-02-12,49,42,"a","Gallup Organization!!Cable News Network, USA Today",2006-02-14
2006-02-09,2006-02-12,46,40,"a","Gallup Organization!!Cable News Network, USA Today",2006-02-14
2006-02-07,2006-02-08,42,34,"--","FOX News",2006-02-10
2006-02-06,2006-02-08,47,37,"--","AP-Ipsos",2006-02-10
2006-02-01,2006-02-05,43,32,"a","Princeton Survey Research Associates International!!Pew Research Center for the People & the Press",2006-02-07
2006-02-01,2006-02-05,50,41,"--","Pew Research",2006-02-07
2006-02-03,2006-02-03,52,41,"RV","Gallup",2006-02-05
2006-01-26,2006-01-29,47,38,"--","NBC News/Wall St. Jrnl*",2006-01-31
2006-01-23,2006-01-26,55,36,"a","ABC News/Washington Post!!",2006-01-28
2006-01-23,2006-01-26,51,34,"a","ABC News/Washington Post!!",2006-01-28
2006-01-23,2006-01-26,51,39,"--","ABC News/Wash Post",2006-01-28
2006-01-22,2006-01-25,47,35,"--","LA Times/Bloomberg",2006-01-27
2006-01-22,2006-01-25,51,39,"--","Cook/RT Strategies",2006-01-27
2006-01-20,2006-01-25,43,34,"--","CBS News/NY Times",2006-01-27
2006-01-15,2006-01-16,46,35,"--","Rasmussen",2006-01-18
2006-01-12,2006-01-15,40,33,"--","Hotline/FD",2006-01-17
2006-01-06,2006-01-09,43,34,"--","Harris",2006-01-11
2006-01-06,2006-01-08,49,42,"a","Gallup Organization!!Cable News Network, USA Today",2006-01-10
2006-01-06,2006-01-08,46,39,"a","Gallup Organization!!Cable News Network, USA Today",2006-01-10
2006-01-06,2006-01-08,49,43,"--","CNN/USA Today/Gallup",2006-01-10
2006-01-03,2006-01-05,49,36,"--","AP-Ipsos",2006-01-07
2006-01-03,2006-01-03,49,43,"RV","Gallup",2006-01-05
2005-12-17,2005-12-19,51,44,"--","AP-Ipsos",2005-12-21
2005-12-15,2005-12-18,46,37,"a","ABC News/Washington Post!!",2005-12-20
2005-12-15,2005-12-18,33,30,"lv","Greenberg Quinlan Rosner Research!!National Public Radio",2005-12-20
2005-12-15,2005-12-18,45,37,"--","NPR",2005-12-20
2005-12-15,2005-12-18,50,41,"--","ABC News/Wash Post",2005-12-20
2005-12-12,2005-12-14,47,43,"--","Rasmussen",2005-12-16
2005-12-12,2005-12-13,43,33,"--","Hotline/FD",2005-12-15
2005-12-08,2005-12-11,49,38,"--","Cook/RT Strategies",2005-12-13
2005-12-02,2005-12-06,42,33,"--","CBS News/NY Times",2005-12-08
2005-11-28,2005-12-04,47,36,"--","Quinnipiac",2005-12-06
2005-11-29,2005-12-01,48,36,"--","Time",2005-12-03
2005-11-11,2005-11-15,41,35,"--","Hotline/FD",2005-11-17
2005-11-10,2005-11-11,53,36,"--","Newsweek",2005-11-13
2005-11-04,2005-11-07,48,37,"--","NBC News/Wall St. Jrnl*",2005-11-09
2005-10-30,2005-11-02,53,36,"a","ABC News/Washington Post!!",2005-11-04
2005-10-30,2005-11-02,52,37,"--","ABC News/Wash Post",2005-11-04
2005-10-21,2005-10-23,50,42,"a","Gallup Organization!!Cable News Network, USA Today",2005-10-25
2005-10-21,2005-10-23,47,39,"a","Gallup Organization!!Cable News Network, USA Today",2005-10-25
2005-10-21,2005-10-23,50,43,"--","CNN/USA Today/Gallup",2005-10-25
2005-10-12,2005-10-16,40,31,"--","Hotline/FD",2005-10-18
2005-10-09,2005-10-12,43,37,"lv","Tarrance Group and Lake, Snell, Perry, Mermin Associates!!George Washington University",2005-10-14
2005-10-09,2005-10-12,47,41,"--","GW/Battleground",2005-10-14
2005-10-08,2005-10-10,48,39,"--","NBC News/Wall St. Jrnl*",2005-10-12
2005-09-29,2005-09-30,41,35,"a","Princeton Survey Research Associates International!!Newsweek",2005-10-02
2005-09-29,2005-09-30,47,42,"--","Newsweek",2005-10-02
2005-09-27,2005-09-28,40,32,"--","FOX News",2005-09-30
2005-09-14,2005-09-15,46,38,"rv","Winston Group!!New Models",2005-09-17
2005-09-08,2005-09-11,45,32,"a","Princeton Survey Research Associates International!!Pew Research Center for the People & the Press",2005-09-13
2005-09-08,2005-09-11,52,40,"--","Pew Research",2005-09-13
2005-09-08,2005-09-09,43,31,"a","Princeton Survey Research Associates International!!Newsweek",2005-09-11
2005-09-08,2005-09-09,50,38,"--","Newsweek",2005-09-11
2005-08-30,2005-08-31,38,35,"--","FOX News",2005-09-02
2005-08-28,2005-08-30,48,38,"a","Gallup Organization!!Cable News Network, USA Today",2005-09-01
2005-08-28,2005-08-30,52,41,"a","Gallup Organization!!Cable News Network, USA Today",2005-09-01
2005-07-07,2005-07-11,39,33,"lv","Greenberg Quinlan Rosner Research/Public Opinon Strategies!!National Public Radio",2005-07-13
2005-07-08,2005-07-11,45,38,"--","NBC News/Wall St. Jrnl*",2005-07-13
2005-07-07,2005-07-10,39,33,"--","Westhill Partners/Hotline",2005-07-12
2005-06-20,2005-06-22,38,33,"--","Zogby",2005-06-24
2005-06-02,2005-06-05,39,37,"--","Westhill Partners/Hotline",2005-06-07
2005-05-23,2005-05-28,41,36,"--","The Feldman Group (D)",2005-05-30
2005-05-12,2005-05-16,47,40,"--","NBC News/Wall St. Jrnl*",2005-05-18
2005-03-21,2005-03-23,37,33,"--","Moore Info. (R)",2005-03-25
2005-03-07,2005-03-09,39,36,"lv","Tarrance Group and Lake, Snell, Perry, Mermin Associates!!George Washington University",2005-03-11
2005-03-07,2005-03-09,44,41,"--","GW/Battleground",2005-03-11
2005-02-13,2005-02-17,40,37,"lv","Greenberg Quinlan Rosner Research!!",2005-02-19
2005-02-15,2005-02-17,33,30,"lv","Greenberg Quinlan Rosner Research and Public Opinion Strategies!!National Public Radio",2005-02-19
2005-02-15,2005-02-17,42,36,"--","NPR - POS/GQR",2005-02-19
2004-10-31,2004-11-01,43,45,"lv","Tarrance Group and Lake, Snell, Perry & Associates!!George Washington University",2004-11-03
2004-10-31,2004-11-01,44,47,"--","GW/Battleground",2004-11-03
2004-10-28,2004-10-31,47,46,"a","Ipsos-Public Affairs!!",2004-11-02
2004-10-27,2004-10-31,42,44,"lv","Tarrance Group and Lake, Snell, Perry & Associates!!George Washington University",2004-11-02
2004-10-29,2004-10-31,47,46,"--","CNN/USA Today/Gallup",2004-11-02
2004-10-29,2004-10-31,44,43,"--","NBC/WSJ",2004-11-02
2004-10-29,2004-10-31,48,42,"--","Rasmussen",2004-11-02
2004-10-27,2004-10-29,42,42,"a","Princeton Survey Research Associates International!!Newsweek",2004-10-31
2004-10-27,2004-10-29,45,46,"a","Princeton Survey Research Associates International!!Newsweek",2004-10-31
2004-10-27,2004-10-29,44,49,"--","Newsweek",2004-10-31
2004-10-25,2004-10-28,42,42,"lv","Tarrance Group and Lake, Snell, Perry & Associates!!George Washington University",2004-10-30
2004-10-25,2004-10-28,45,44,"--","GW/Battleground",2004-10-30
2004-10-25,2004-10-27,44,43,"--","Rasmussen",2004-10-29
2004-10-22,2004-10-24,49,46,"a","Gallup Organization!!Cable News Network, USA Today",2004-10-26
2004-10-22,2004-10-24,47,43,"a","Gallup Organization!!Cable News Network, USA Today",2004-10-26
2004-10-22,2004-10-24,47,50,"--","CNN/USA Today/Gallup",2004-10-26
2004-10-21,2004-10-22,42,42,"a","Princeton Survey Research Associates International!!Newsweek",2004-10-24
2004-10-21,2004-10-22,45,45,"a","Princeton Survey Research Associates International!!Newsweek",2004-10-24
2004-10-21,2004-10-22,46,47,"--","Newsweek",2004-10-24
2004-10-18,2004-10-21,44,40,"lv","Tarrance Group and Lake, Snell, Perry & Associates!!George Washington University",2004-10-23
2004-10-18,2004-10-21,46,43,"--","GW/Battleground",2004-10-23
2004-10-18,2004-10-20,47,46,"--","AP-Ipsos",2004-10-22
2004-10-12,2004-10-18,46,42,"a","Program On International Policy Attitudes, University of Maryland!!",2004-10-20
2004-10-14,2004-10-17,45,39,"--","CBS News",2004-10-19
2004-10-14,2004-10-16,44,42,"--","Rasmussen",2004-10-18
2004-10-14,2004-10-15,45,39,"a","CBS News/New York Times!!",2004-10-17
2004-10-14,2004-10-15,41,39,"a","Princeton Survey Research Associates International!!Newsweek",2004-10-17
2004-10-14,2004-10-15,46,43,"--","Newsweek",2004-10-17
2004-10-10,2004-10-14,41,38,"lv","Tarrance Group and Lake, Snell, Perry & Associates!!George Washington University",2004-10-16
2004-10-11,2004-10-14,44,40,"--","GW/Battleground",2004-10-16
2004-10-07,2004-10-09,44,42,"--","Rasmussen",2004-10-11
2004-10-03,2004-10-07,41,39,"lv","Tarrance Group and Lake, Snell, Perry & Associates!!George Washington University",2004-10-09
2004-10-04,2004-10-07,43,42,"--","GW/Battleground",2004-10-09
2004-10-04,2004-10-06,48,44,"--","AP-Ipsos",2004-10-08
2004-10-03,2004-10-05,46,41,"--","Rasmussen",2004-10-07
2004-09-27,2004-09-30,43,39,"lv","Tarrance Group and Lake, Snell, Perry & Associates!!George Washington University",2004-10-02
2004-09-27,2004-09-30,45,42,"--","GW/Battleground",2004-10-02
2004-09-26,2004-09-28,43,41,"--","Rasmussen",2004-09-30
2004-09-20,2004-09-23,41,39,"lv","Tarrance Group and Lake, Snell, Perry & Associates!!George Washington University",2004-09-25
2004-09-20,2004-09-23,44,43,"--","GW/Battleground",2004-09-25
2004-09-20,2004-09-22,46,49,"--","AP-Ipsos",2004-09-24
2004-09-17,2004-09-19,46,42,"--","NBC/WSJ",2004-09-21
2004-09-12,2004-09-16,41,38,"lv","Tarrance Group and Lake, Snell, Perry & Associates!!George Washington University",2004-09-18
